624  29  116
624  29  117
624  52  98
624  67  77
624  69  76
624  98  114
624  99  114
620  10  117
616  10  16
616  102 117
612  56  114
608  61  67
608  94  116
604  7   38
600  1   7
600  13  99
600  24  42
600  28  91
600  34  64
600  34  91
600  39  91
600  52  91
600  64  67
600  64  85
600  64  86
600  64  90
600  85  91
600  86  91
596  3   17
596  6   17
592  1   119
588  13  52
586  43  110
576  1   31
576  1   32
576  2   68
576  2   69
576  2   77
576  2   78
576  2   102
576  3   48
576  6   48
576  7   48
576  7   53
576  9   29
576  17  56
576  17  93
576  23  68
576  23  69
576  23  77
576  23  78
576  24  31
576  24  32
576  24  99
576  28  68
576  28  69
576  28  77
576  28  78
576  29  38
576  29  48
576  29  58
576  29  67
576  29  76
576  29  94
576  29  102
576  29  114
576  31  34
576  31  36
576  31  38
576  31  48
576  31  53
576  31  58
576  31  85
576  31  86
576  31  90
576  31  94
576  31  102
576  31  110
576  32  34
576  32  36
576  32  38
576  32  48
576  32  53
576  32  58
576  32  85
576  32  86
576  32  90
576  32  94
576  32  102
576  32  110
576  34  68
576  34  78
576  36  68
576  36  78
576  37  107
576  38  117
576  39  68
576  39  78
576  48  116
576  48  117
576  48  119
576  53  68
576  53  78
576  53  117
576  53  119
576  56  68
576  56  78
576  58  117
576  59  68
576  59  78
576  61  76
576  61  114
576  63  68
576  63  78
576  64  76
576  66  67
576  66  76
576  66  114
576  68  85
576  68  86
576  68  90
576  68  93
576  68  116
576  69  93
576  77  93
576  78  85
576  78  86
576  78  90
576  78  93
576  78  116
576  94  117
576  101 114
568  39  117
568  52  117
568  98  110
564  10  14
564  39  102
560  15  23
560  44  53
560  54  98
560  54  99
556  9   15
556  52  55
556  55  85
552  13  98
552  15  36
552  34  60
552  60  67
552  60  85
552  60  86
552  60  90
548  36  55
548  39  55
548  55  86
544  3   54
544  6   54
544  43  114
540  10  43
540  36  45
540  43  101
540  45  101
538  10  44
538  34  55
534  44  116
532  16  43
528  1   45
528  2   91
528  3   14
528  3   41
528  3   44
528  24  98
528  28  107
528  29  43
528  29  45
528  39  60
528  39  64
528  45  56
528  53  60
528  53  64
528  53  107
528  60  76
528  91  102
522  10  114
520  55  90
512  2   55
512  3   15
512  9   54
512  23  55
512  24  80
512  34  80
512  41  56
512  41  116
512  52  80
512  54  107
512  55  59
512  55  63
512  55  67
512  55  76
512  55  93
512  59  119
512  63  119
512  80  85
512  80  86
508  41  99
504  1   42
504  9   61
504  9   66
504  9   99
504  11  69
504  11  77
504  13  119
504  42  56
504  59  66
504  61  63
504  69  111
504  77  111
504  98  111
504  99  111
