3472 63  85  93
3464 3   85  90
3448 2   34  59
3448 2   59  86
3432 34  39  56
3432 36  39  56
3432 39  56  85
3432 39  56  86
3416 3   34  90
3416 3   86  90
3416 59  90  93
3408 2   28  85
3408 36  56  90
3400 2   63  85
3400 34  39  59
3400 39  59  86
3400 39  63  85
3392 2   39  90
3376 2   39  59
3376 23  34  85
3376 23  34  86
3376 23  85  86
3368 34  90  93
3368 86  90  93
3360 36  90  93
3348 24  36  86
3336 28  34  85
3330 24  34  36
3328 28  34  86
3328 28  85  86
3328 59  63  93
3320 36  59  93
3320 39  85  93
3316 52  85  86
3312 39  56  90
3306 34  52  85
3304 34  59  67
3304 59  67  85
3304 59  67  86
3298 34  52  86
3292 1   24  85
3288 28  39  85
3288 34  36  93
3288 36  86  93
3284 1   24  86
3280 34  59  76
3280 34  63  93
3280 59  76  85
3280 59  76  86
3280 63  86  93
3274 1   24  34
3272 2   59  90
3272 23  34  36
3272 23  36  85
3272 23  36  86
3256 1   24  90
3236 10  85  86
3232 23  34  59
3232 23  59  85
3232 23  59  86
3226 10  34  85
3224 63  90  93
3218 10  34  86
3216 2   28  34
3216 2   28  39
3216 2   28  86
3216 34  53  59
3216 34  53  63
3216 53  59  85
3216 53  59  86
3216 53  59  90
3216 53  63  85
3216 53  63  86
3216 53  63  90
3208 2   34  63
3208 2   63  86
3208 10  36  85
3208 10  36  86
3208 34  39  63
3208 39  63  86
3190 10  34  36
3188 1   24  36
3184 2   39  63
3184 23  34  93
3184 23  85  93
3184 23  86  93
3160 34  36  67
3160 36  67  85
3160 36  67  86
3152 2   85  93
3152 39  59  90
3148 85  86  116
3130 34  85  116
3130 34  86  116
3128 23  36  59
3128 34  36  76
3128 34  39  93
3128 36  63  93
3128 36  76  85
3128 36  76  86
3128 39  86  93
3124 2   59  63
3104 34  90  116
3104 85  90  116
3104 86  90  116
3102 6   85  86
3098 6   34  85
3096 6   34  86
3096 28  34  39
3096 28  39  86
3080 23  34  90
3080 23  36  93
3080 23  85  90
3080 23  86  90
3080 23  90  93
3080 67  76  90
3068 36  52  85
3064 34  63  67
3064 36  39  59
3064 39  59  63
3064 63  67  85
3064 63  67  86
3052 10  34  90
3052 10  85  90
3044 10  86  90
3040 23  34  63
3040 23  59  93
3040 23  63  85
3040 23  63  86
3040 34  63  76
3040 63  76  85
3040 63  76  86
3032 2   63  90
3032 36  39  93
3020 6   85  90
3016 3   36  85
3016 10  36  90
3016 23  34  39
3016 23  36  39
3016 23  39  85
3016 23  39  86
3016 39  59  93
3008 2   36  85
2992 2   36  59
2992 2   59  93
2976 23  36  90
2972 6   34  90
2970 6   86  90
2968 3   36  86
2968 23  59  63
2962 3   34  36
2960 2   34  93
2960 2   39  93
2960 2   86  93
2960 36  67  90
2960 39  63  90
2960 59  67  90
2956 36  85  116
2956 36  86  116
2938 34  36  116
2936 23  36  63
2936 23  59  90
2936 59  76  90
2928 28  85  90
2928 36  76  90
2920 3   36  90
2920 28  59  85
2912 36  90  116
2912 39  90  93
2880 2   28  90
2880 52  85  90
2876 36  52  86
2872 23  39  59
2872 28  63  85
2872 36  39  63
2864 2   36  39
2858 34  36  52
2848 1   34  110
2848 1   85  110
2848 1   86  110
2848 23  63  93
2840 2   28  59
2832 34  53  110
2832 53  85  110
2832 53  86  110
2832 53  90  110
2828 39  52  85
2824 23  39  93
2824 34  39  67
2824 34  39  76
2824 39  63  93
2824 39  67  85
2824 39  67  86
2824 39  76  85
2824 39  76  86
2816 2   34  36
2816 2   36  86
2816 2   90  93
2800 1   36  110
2800 2   63  93
2792 2   28  63
2784 34  39  53
2784 39  53  85
2784 39  53  86
2784 39  53  90
2776 1   90  110
2776 34  85  94
2768 2   36  90
2768 2   36  93
2768 34  86  94
2768 85  86  94
2752 2   23  34
2752 2   23  59
2752 2   23  85
2752 2   23  86
2752 2   34  67
2752 2   36  63
2752 2   67  85
2752 2   67  86
2744 23  63  90
2744 28  39  59
2744 28  39  63
2736 28  34  90
2736 36  53  59
2736 36  53  63
2736 36  53  110
2728 28  34  59
2728 28  59  86
2728 28  86  90
2720 23  39  90
2720 24  85  110
2720 24  90  110
2720 36  52  90
2720 63  67  90
2704 2   34  76
2704 2   76  85
2704 2   76  86
2700 6   36  85
2696 63  76  90
2688 28  39  90
2688 34  52  90
2680 23  39  63
2680 28  34  63
2680 28  63  86
2680 52  86  90
2656 2   23  36
2656 2   23  39
2652 6   36  86
2646 6   34  36
2636 39  52  86
2632 3   39  85
2632 59  67  76
2624 24  34  110
2624 24  36  110
2624 24  86  110
2618 34  39  52
2608 34  67  93
2608 34  76  93
2608 67  85  93
2608 67  86  93
2608 76  85  93
2608 76  86  93
2596 24  39  85
2596 28  59  63
2592 2   34  53
2592 2   53  85
2592 2   53  86
2592 2   53  90
2592 34  53  67
2592 34  53  76
2592 53  67  85
2592 53  67  86
2592 53  67  90
2592 53  76  85
2592 53  76  86
2592 53  76  90
2584 3   39  86
2584 24  34  94
2584 24  85  94
2584 24  90  94
2584 34  90  94
2584 85  90  94
2578 3   34  39
2576 24  86  94
2576 86  90  94
2568 6   36  90
2560 2   23  63
2560 2   23  93
2552 36  59  67
2552 36  59  76
2540 36  39  52
2528 2   23  90
2520 53  59  63
2512 34  38  85
2512 34  38  90
2512 38  85  90
2504 1   24  110
2504 34  38  86
2504 38  85  86
2504 38  86  90
2500 59  63  67
2496 2   28  53
2496 2   39  53
2496 24  34  53
2496 24  53  85
2496 24  53  86
2496 24  53  90
2496 24  53  94
2496 28  34  53
2496 28  39  53
2496 28  53  85
2496 28  53  86
2496 28  53  90
2496 34  53  94
2496 53  85  94
2496 53  86  94
2496 53  90  94
2488 59  63  76
2480 28  59  90
2464 2   39  67
2464 2   39  76
2456 34  56  116
2456 56  85  116
2456 56  86  116
2448 56  90  116
2440 3   39  90
2432 28  63  90
2432 28  85  93
2432 34  56  93
2432 56  85  93
2432 56  86  93
2408 28  36  85
2404 24  39  86
2400 34  53  116
2400 53  85  116
2400 53  86  116
2400 53  90  116
2400 59  85  110
2392 39  67  76
2392 63  67  76
2386 24  34  39
2380 85  86  102
2376 3   59  85
2376 63  85  110
2372 24  61  85
2372 24  61  86
2372 61  85  86
2370 34  85  102
2364 9   34  85
2364 9   34  86
2364 9   85  86
2362 34  86  102
2360 28  36  59
2354 24  34  61
2354 34  61  85
2354 34  61  86
2352 2   28  93
2352 34  59  116
2352 59  85  116
2352 59  86  116
2352 59  90  116
2336 2   67  90
2336 24  34  67
2336 24  67  85
2336 24  67  86
2336 39  67  90
2336 39  76  90
2328 3   34  59
2328 3   59  86
2328 28  39  93
2320 11  34  85
2320 11  34  86
2320 11  85  86
2320 59  67  93
2320 59  76  93
2316 6   39  85
2312 28  36  63
2312 36  63  67
2312 36  63  76
2312 56  90  93
2312 59  90  110
2304 2   28  36
2304 24  34  66
2304 24  66  85
2304 24  66  86
2304 34  59  110
2304 34  63  116
2304 34  66  85
2304 34  66  86
2304 36  53  116
2304 59  86  110
2304 63  85  116
2304 63  86  116
2304 63  90  116
2304 66  85  86
2296 34  56  59
2296 34  56  63
2296 56  59  85
2296 56  59  86
2296 56  63  85
2296 56  63  86
2288 2   76  90
2288 24  58  85
2288 34  58  85
2288 34  58  86
2288 58  85  86
2288 63  90  110
2280 34  63  110
2280 63  86  110
2272 2   67  76
2272 28  59  93
2272 28  63  93
2272 56  59  93
2272 56  63  93
2268 6   39  86
2264 36  56  116
2264 36  67  76
2262 6   34  39
2256 3   63  85
2256 9   85  90
2256 24  34  76
2256 24  39  90
2256 24  76  85
2256 24  76  86
2256 34  36  38
2256 36  38  85
2256 36  38  86
2256 36  38  90
2256 39  53  59
2256 39  53  63
2252 24  52  85
2248 3   59  90
2240 28  34  93
2240 28  86  93
2240 34  58  102
2240 58  85  102
2240 58  86  102
2232 28  36  39
2232 36  56  93
2232 36  59  110
2228 1   24  61
2228 1   36  61
2228 1   61  85
2228 1   61  86
2228 24  36  61
2228 36  61  85
2228 36  61  86
2224 1   34  38
2224 1   38  85
2224 1   38  90
2224 23  34  56
2224 23  56  85
2224 23  56  86
2224 23  56  93
2224 67  76  93
2216 1   38  86
2216 28  34  36
2216 28  36  86
2216 67  90  93
2216 76  90  93
2212 56  59  63
2210 1   34  61
2210 34  36  61
2208 2   53  59
2208 2   53  63
2208 3   34  63
2208 3   63  86
2208 36  63  110
2204 36  39  116
2204 39  85  116
2204 39  86  116
2200 2   59  67
2200 13  85  90
2200 34  38  110
2200 38  85  110
2200 38  86  110
2200 38  90  110
2192 1   61  90
2192 24  61  90
2192 34  61  90
2192 36  58  85
2192 36  61  90
2192 39  52  90
2192 56  59  90
2192 56  63  90
2192 61  85  90
2192 61  86  90
2186 34  39  116
2184 6   39  90
2176 2   59  76
2176 11  34  90
2176 11  85  90
2176 11  86  90
2168 39  56  116
2160 1   24  66
2160 1   29  34
2160 1   29  36
2160 1   29  85
2160 1   29  86
2160 1   29  90
2160 1   34  66
2160 1   36  66
2160 1   66  85
2160 1   66  86
2160 1   66  90
2160 24  36  66
2160 24  66  90
2160 29  34  36
2160 29  34  85
2160 29  34  86
2160 29  34  90
2160 29  36  85
2160 29  36  86
2160 29  36  90
2160 29  85  86
2160 29  85  90
2160 29  86  90
2160 34  36  66
2160 34  66  90
2160 36  59  116
2160 36  66  85
2160 36  66  86
2160 36  66  90
2160 39  90  116
2160 59  63  116
2160 66  85  90
2160 66  86  90
2156 24  85  102
2152 3   36  39
2152 10  36  39
2152 10  39  85
2152 10  39  86
2152 24  34  38
2152 24  38  85
2152 24  38  90
2152 39  59  67
2152 39  59  76
2148 24  86  102
2148 34  85  114
2148 34  86  114
2148 85  86  114
2144 24  38  86
2138 24  34  102
2136 28  36  93
2136 39  56  93
2134 10  34  39
2128 3   63  90
2128 23  34  67
2128 23  34  76
2128 23  67  85
2128 23  67  86
2128 23  76  85
2128 23  76  86
2128 63  67  93
2128 63  76  93
2120 23  36  56
2120 23  39  56
2120 23  56  90
2120 36  67  93
2120 36  76  93
2112 1   36  38
2112 23  34  53
2112 23  53  56
2112 23  53  85
2112 23  53  86
2112 23  53  90
2112 23  53  93
2112 28  53  59
2112 28  53  63
2112 34  53  56
2112 34  53  93
2112 36  63  116
2112 53  56  85
2112 53  56  86
2112 53  56  90
2112 53  56  93
2112 53  59  116
2112 53  63  116
2112 53  85  93
2112 53  86  93
2112 53  90  93
2096 24  34  58
2096 24  58  86
2096 28  36  90
2092 13  85  86
2086 13  34  85
2086 13  34  86
2084 10  34  59
2084 10  59  85
2084 10  59  86
2080 23  56  59
2080 23  56  63
2072 36  56  59
2072 36  56  63
2068 10  36  59
2064 9   34  90
2064 9   86  90
2064 28  34  67
2064 28  67  85
2064 28  67  86
2052 24  52  86
2048 3   34  67
2048 3   67  85
2048 3   67  86
2048 24  58  102
2048 24  67  90
2042 24  34  52
2040 3   24  85
2040 11  34  39
2040 11  39  85
2040 11  39  86
2036 36  85  102
2036 36  86  102
2032 23  28  34
2032 23  28  59
2032 23  28  63
2032 23  28  85
2032 23  28  86
2032 23  67  93
2032 23  76  93
2024 3   34  76
2024 3   76  85
2024 3   76  86
2024 23  28  36
2024 23  28  39
2024 23  36  67
2024 23  36  76
2024 28  90  93
2024 34  93  116
2024 56  93  116
2024 85  93  116
2024 86  93  116
2020 34  39  114
2020 39  85  114
2020 39  86  114
2018 34  36  102
2016 1   34  53
2016 1   36  53
2016 1   53  85
2016 1   53  86
2016 1   53  90
2016 3   34  53
2016 3   53  85
2016 3   53  86
2016 3   53  90
2016 6   34  53
2016 6   53  85
2016 6   53  86
2016 6   53  90
2016 23  36  53
2016 23  39  53
2016 36  39  53
2016 36  53  56
2016 36  53  93
2016 39  53  56
2016 39  53  93
2016 56  59  116
2016 56  63  116
2016 59  93  116
2016 63  93  116
2016 90  93  116
2008 13  34  90
2008 13  86  90
2008 34  94  102
2008 36  38  110
2008 85  94  102
2004 13  36  85
2000 24  36  38
2000 24  36  58
2000 24  58  90
2000 34  36  58
2000 36  58  86
2000 36  58  90
2000 58  85  90
2000 86  94  102
1992 3   24  86
1986 3   24  34
1984 1   38  110
1984 3   36  59
1984 23  59  67
1984 23  59  76
1984 28  34  76
1984 28  76  85
1984 28  76  86
1984 34  56  110
1984 56  85  110
1984 56  86  110
1976 24  38  110
1976 39  56  59
1976 39  56  63
1968 23  53  59
1968 23  53  63
1968 24  76  90
1968 53  56  59
1968 53  56  63
1968 53  59  93
1968 53  63  93
1968 85  90  99
1960 1   24  38
1960 2   63  67
1960 10  39  90
1960 39  63  67
1960 39  63  76
1960 39  67  93
1960 39  76  93
1960 52  59  85
1952 2   23  28
1952 2   28  67
1952 3   59  63
1952 34  36  94
1952 34  58  94
1952 36  58  94
1952 36  58  102
1952 36  85  94
1952 36  86  94
1952 36  94  102
1952 58  85  94
1952 58  86  94
1952 58  94  102
1948 2   3   85
1944 24  59  85
1936 2   63  76
1936 10  59  90
1932 3   34  56
1932 3   56  85
1932 3   56  86
1932 6   36  39
1932 9   36  85
1928 3   24  90
1928 23  67  90
1928 23  76  90
1924 3   85  93
1920 2   34  56
1920 2   56  85
1920 2   56  86
1920 13  36  90
1920 34  85  99
1920 34  86  99
1920 34  90  99
1920 85  86  99
1920 86  90  99
1918 6   59  85
1912 3   56  90
1912 24  52  90
1904 2   28  76
1904 3   67  90
1904 28  34  56
1904 28  56  85
1904 28  56  86
1904 34  110 116
1904 85  110 116
1904 86  110 116
1904 90  110 116
1900 1   52  85
1900 2   3   34
1900 2   3   86
1896 11  39  90
1896 24  63  85
1896 53  59  110
1896 53  63  110
1896 56  90  110
1896 59  63  110
1892 1   52  86
1882 1   34  52
1880 2   34  116
1880 2   56  59
1880 2   56  63
1880 2   85  116
1880 2   86  116
1880 3   76  90
1880 24  58  110
1880 36  58  110
1880 58  85  110
1880 58  90  110
1876 3   34  93
1876 3   86  93
1876 9   34  67
1876 9   34  76
1876 9   67  85
1876 9   67  86
1876 9   76  85
1876 9   76  86
1872 1   24  29
1872 1   53  110
1872 2   56  90
1872 2   56  93
1872 2   59  116
1872 2   90  116
1872 24  29  34
1872 24  29  36
1872 24  29  85
1872 24  29  86
1872 24  29  90
1872 34  36  69
1872 34  36  77
1872 34  52  67
1872 34  69  85
1872 34  69  86
1872 34  69  90
1872 34  77  85
1872 34  77  86
1872 34  77  90
1872 34  85  98
1872 34  86  98
1872 34  90  98
1872 36  69  85
1872 36  69  86
1872 36  69  90
1872 36  77  85
1872 36  77  86
1872 36  77  90
1872 52  67  85
1872 52  67  86
1872 69  85  86
1872 69  85  90
1872 69  86  90
1872 77  85  86
1872 77  85  90
1872 77  86  90
1872 85  86  98
1872 85  90  98
1872 86  90  98
1870 6   34  59
1870 6   59  86
1864 3   36  63
1864 28  56  59
1864 28  56  63
1856 1   34  56
1856 1   56  85
1856 1   56  86
1856 2   23  56
1856 28  56  93
1856 34  67  110
1856 52  85  93
1856 67  85  110
1856 67  86  110
1848 28  36  56
1848 28  39  56
1844 10  34  63
1844 10  63  85
1844 10  63  86
1840 16  34  85
1840 16  34  86
1840 16  85  86
1840 23  28  56
1840 23  28  93
1840 36  39  110
1840 39  85  110
1832 2   56  116
1832 2   93  116
1832 28  39  67
1832 28  39  76
1832 36  93  116
1828 2   3   39
1828 10  36  63
1828 24  39  52
1824 2   23  53
1824 2   23  116
1824 2   28  56
1824 2   53  56
1824 2   53  93
1824 2   53  116
1824 2   63  116
1824 23  34  116
1824 23  53  116
1824 23  56  116
1824 23  59  116
1824 23  63  116
1824 23  85  116
1824 23  86  116
1824 23  90  116
1824 23  93  116
1824 24  67  76
1824 34  38  53
1824 34  38  102
1824 34  90  102
1824 34  90  114
1824 34  102 110
1824 38  53  85
1824 38  53  86
1824 38  53  90
1824 38  53  110
1824 38  85  102
1824 38  90  102
1824 53  56  116
1824 53  93  116
1824 85  90  102
1824 85  90  114
1824 85  102 110
1824 86  90  114
1824 86  102 110
1816 24  38  94
1816 24  38  102
1816 24  90  102
1816 24  94  102
1816 28  34  116
1816 28  36  116
1816 28  85  116
1816 28  86  116
1816 34  38  94
1816 38  85  94
1816 38  86  102
1816 38  90  94
1816 38  94  102
1816 86  90  102
1816 90  94  102
1812 1   85  102
1812 13  36  86
1812 24  36  52
1812 24  36  102
1808 3   90  93
1808 24  38  58
1808 24  94  110
1808 24  102 110
1808 28  90  116
1808 34  38  58
1808 34  58  90
1808 34  67  94
1808 34  94  110
1808 36  38  58
1808 38  58  85
1808 38  58  86
1808 38  58  90
1808 38  86  94
1808 38  94  110
1808 38  102 110
1808 58  86  90
1808 67  85  94
1808 67  86  94
1808 85  94  110
1808 86  94  110
1808 90  94  110
1808 90  102 110
1808 94  102 110
1806 13  34  36
1804 1   24  102
1804 1   86  102
1802 6   59  90
1800 3   59  93
1800 24  59  90
1800 24  61  66
1800 34  61  66
1800 61  66  85
1800 61  66  86
1798 6   63  85
1796 1   36  102
1794 1   34  102
1792 1   52  90
1792 2   67  93
1792 2   76  93
1792 10  34  110
1792 10  85  110
1792 10  86  110
1792 23  63  67
1792 23  63  76
1792 34  52  76
1792 36  56  110
1792 52  76  85
1792 52  76  86
1788 1   36  52
1784 1   56  90
1784 2   28  116
1784 2   36  116
1784 28  56  90
1784 34  58  110
1784 38  58  110
1784 58  86  110
1778 6   34  56
1778 6   56  85
1778 6   56  86
1776 1   38  102
1776 1   90  102
1776 2   36  56
1776 2   39  56
1776 9   36  90
1776 28  59  116
1776 34  76  110
1776 36  102 110
1776 53  67  76
1776 59  85  99
1776 59  90  99
1776 76  85  110
1776 76  86  110
1772 3   36  56
1768 1   24  94
1768 1   34  94
1768 1   38  94
1768 1   85  94
1768 1   90  94
1768 1   94  102
1768 2   3   90
1768 10  36  110
1768 23  39  67
1768 23  39  76
1768 34  52  59
1768 36  39  67
1768 36  39  76
1768 52  59  86
1768 67  90  110
1760 1   24  58
1760 1   34  58
1760 1   36  58
1760 1   36  94
1760 1   38  58
1760 1   58  85
1760 1   58  86
1760 1   58  90
1760 1   58  94
1760 1   58  102
1760 1   58  110
1760 1   86  94
1760 1   94  110
1760 1   102 110
1760 24  36  94
1760 24  58  94
1760 36  38  94
1760 36  38  102
1760 36  90  94
1760 36  90  102
1760 36  94  110
1760 36  110 116
1760 38  58  94
1760 38  58  102
1760 58  90  94
1760 58  90  102
1760 58  94  110
1760 58  102 110
1754 6   24  85
1752 1   36  56
1752 24  34  59
1752 24  59  86
1752 24  63  90
1752 39  90  110
1750 6   34  63
1750 6   63  86
1748 10  90  110
1744 2   85  99
1744 2   90  99
1744 34  39  110
1744 39  56  110
1744 39  86  110
1744 52  67  76
1740 1   10  85
1740 9   34  36
1740 9   36  86
1738 6   24  90
1736 2   39  116
1736 23  28  90
1736 28  39  116
1736 28  56  116
1736 28  93  116
1736 39  93  116
1732 1   10  86
1728 1   10  36
1728 1   24  48
1728 1   24  53
1728 1   34  48
1728 1   36  48
1728 1   38  48
1728 1   38  53
1728 1   48  53
1728 1   48  58
1728 1   48  85
1728 1   48  86
1728 1   48  90
1728 1   48  94
1728 1   48  102
1728 1   48  110
1728 1   53  58
1728 1   53  94
1728 1   53  102
1728 1   61  66
1728 2   36  53
1728 10  34  53
1728 10  36  53
1728 10  53  85
1728 10  53  86
1728 10  53  90
1728 16  34  39
1728 16  39  85
1728 16  39  86
1728 23  28  53
1728 23  28  116
1728 23  36  116
1728 23  39  116
1728 24  34  48
1728 24  36  48
1728 24  36  53
1728 24  38  48
1728 24  38  53
1728 24  48  53
1728 24  48  58
1728 24  48  85
1728 24  48  86
1728 24  48  90
1728 24  48  94
1728 24  48  102
1728 24  48  110
1728 24  53  58
1728 24  53  102
1728 24  53  110
1728 28  36  53
1728 28  53  56
1728 28  53  93
1728 28  53  116
1728 28  63  116
1728 34  36  48
1728 34  38  48
1728 34  48  53
1728 34  48  58
1728 34  48  85
1728 34  48  86
1728 34  48  90
1728 34  48  94
1728 34  48  102
1728 34  48  110
1728 34  53  58
1728 34  53  102
1728 34  59  99
1728 34  76  94
1728 36  38  48
1728 36  38  53
1728 36  48  53
1728 36  48  58
1728 36  48  85
1728 36  48  86
1728 36  48  90
1728 36  48  94
1728 36  48  102
1728 36  48  110
1728 36  53  58
1728 36  53  67
1728 36  53  76
1728 36  53  94
1728 36  53  102
1728 36  61  66
1728 38  48  53
1728 38  48  58
1728 38  48  85
1728 38  48  86
1728 38  48  90
1728 38  48  94
1728 38  48  102
1728 38  48  110
1728 38  53  58
1728 38  53  94
1728 38  53  102
1728 39  53  116
1728 39  59  116
1728 39  63  116
1728 48  53  58
1728 48  53  85
1728 48  53  86
1728 48  53  90
1728 48  53  94
1728 48  53  102
1728 48  53  110
1728 48  58  85
1728 48  58  86
1728 48  58  90
1728 48  58  94
1728 48  58  102
1728 48  58  110
1728 48  85  86
1728 48  85  90
1728 48  85  94
1728 48  85  102
1728 48  85  110
1728 48  86  90
1728 48  86  94
1728 48  86  102
1728 48  86  110
1728 48  90  94
1728 48  90  102
1728 48  90  110
1728 48  94  102
1728 48  94  110
1728 48  102 110
1728 53  58  85
1728 53  58  86
1728 53  58  90
1728 53  58  94
1728 53  58  102
1728 53  58  110
1728 53  85  102
1728 53  86  102
1728 53  90  102
1728 53  94  102
1728 53  94  110
1728 53  102 110
1728 59  86  99
1728 61  66  90
1728 76  85  94
1728 76  86  94
1722 1   10  34
1722 6   56  90
1720 52  63  85
1716 34  67  114
1716 34  76  114
1716 67  76  114
1716 67  85  114
1716 67  86  114
1716 76  85  114
1716 76  86  114
1712 1   34  67
1712 1   67  85
1712 1   67  86
1712 6   36  56
1712 6   39  56
1712 24  67  94
1712 34  36  111
1712 34  85  111
1712 34  86  111
1712 36  85  111
1712 36  86  111
1712 67  90  94
1712 85  86  111
1708 1   3   85
1708 1   3   86
1708 9   59  85
1708 9   63  85
1704 3   63  93
1704 6   24  86
1704 24  34  63
1704 24  63  86
1702 1   3   34
1700 6   24  34
1696 1   3   90
1696 2   3   59
1696 2   34  99
1696 2   86  99
1696 3   85  110
1696 10  63  90
1696 13  34  53
1696 13  53  85
1696 13  53  86
1696 13  53  90
1696 23  67  76
1696 39  90  114
1696 52  59  93
1692 1   36  39
1692 1   39  85
1692 1   39  86
1688 3   90  110
1688 9   24  85
1688 16  34  90
1688 16  85  90
1688 16  86  90
1688 36  52  59
1688 76  90  110
1684 3   36  93
1682 6   63  90
1680 1   34  76
1680 1   76  85
1680 1   76  86
1680 11  34  56
1680 11  56  85
1680 11  56  86
1680 11  56  90
1680 34  59  98
1680 34  90  111
1680 36  90  111
1680 59  85  98
1680 59  86  98
1680 59  90  98
1680 63  85  99
1680 63  90  99
1680 85  90  111
1680 86  90  111
1676 3   39  56
1674 1   34  39
1672 3   34  110
1672 3   67  76
1672 3   86  110
1672 11  34  36
1672 11  36  85
1672 11  36  86
1672 11  36  90
1672 52  59  67
1668 1   10  90
1668 6   36  59
1668 13  59  85
1664 34  52  56
1664 34  52  93
1664 36  67  110
1664 52  56  85
1664 52  56  86
1664 52  86  93
1656 1   39  56
1656 3   39  59
1652 10  24  85
1648 2   34  98
1648 2   39  99
1648 2   85  98
1648 2   86  98
1648 2   90  98
1648 39  85  99
1648 39  90  99
1648 52  59  76
1648 52  67  93
1648 52  76  93
1644 10  24  86
1640 1   67  90
1640 3   52  85
1640 34  38  67
1640 34  39  111
1640 36  39  111
1640 38  67  85
1640 38  67  86
1640 38  67  90
1640 39  85  111
1640 39  86  111
1636 6   85  110
1636 9   67  76
1636 52  59  63
1634 10  24  34
1632 9   67  90
1632 9   76  90
1632 24  53  67
1632 24  53  76
1632 24  76  94
1632 34  36  101
1632 34  63  99
1632 34  85  101
1632 34  86  101
1632 34  90  101
1632 36  76  110
1632 36  85  101
1632 36  86  101
1632 36  90  101
1632 39  53  67
1632 39  53  76
1632 53  59  67
1632 53  59  76
1632 53  63  67
1632 53  63  76
1632 53  67  94
1632 53  76  94
1632 63  86  99
1632 76  90  94
1632 85  86  101
1632 85  90  101
1632 86  90  101
1622 10  59  63
1620 10  24  36
1616 2   52  85
1616 3   23  34
1616 3   23  85
1616 3   23  86
1612 1   3   36
1612 6   34  110
1612 6   86  110
1612 13  59  90
1608 1   36  67
1608 1   76  90
1608 10  24  90
1608 39  90  111
1600 2   39  98
1600 10  34  56
1600 10  56  85
1600 10  56  86
1600 34  39  98
1600 34  39  99
1600 39  85  98
1600 39  86  98
1600 39  86  99
1600 39  90  98
1596 2   6   85
1592 3   52  86
1592 6   90  110
1592 10  23  34
1592 10  23  59
1592 10  23  85
1592 10  23  86
1588 10  23  36
1588 39  67  114
1588 39  76  114
1586 3   34  52
1584 1   29  39
1584 1   29  56
1584 1   29  61
1584 1   29  66
1584 1   29  101
1584 1   34  101
1584 1   36  101
1584 1   39  90
1584 1   39  101
1584 1   56  101
1584 1   85  101
1584 1   86  101
1584 1   90  101
1584 3   36  53
1584 3   36  110
1584 6   36  53
1584 9   34  53
1584 9   53  85
1584 9   53  86
1584 9   53  90
1584 24  29  61
1584 24  29  66
1584 29  34  39
1584 29  34  56
1584 29  34  61
1584 29  34  66
1584 29  34  101
1584 29  36  39
1584 29  36  56
1584 29  36  61
1584 29  36  66
1584 29  36  101
1584 29  39  56
1584 29  39  85
1584 29  39  86
1584 29  39  90
1584 29  39  101
1584 29  56  85
1584 29  56  86
1584 29  56  90
1584 29  56  101
1584 29  61  85
1584 29  61  86
1584 29  61  90
1584 29  66  85
1584 29  66  86
1584 29  66  90
1584 29  85  101
