2976 23 34 36  85  90
2976 23 34 36  86  90
2976 23 34 36  90  93
2976 23 36 85  86  90
2976 23 36 85  90  93
2976 23 36 86  90  93
2970 6  34 85  86  90
2968 23 34 59  63  85
2968 23 34 59  63  86
2968 23 59 63  85  86
2962 3  34 36  85  86
2960 2  34 85  86  93
2960 34 36 67  85  90
2960 34 36 67  86  90
2960 34 39 59  85  90
2960 34 39 59  86  90
2960 34 59 63  90  93
2960 34 59 67  85  90
2960 34 59 67  86  90
2960 36 67 85  86  90
2960 39 59 85  86  90
2960 59 63 86  90  93
2960 59 67 85  86  90
2952 36 59 63  90  93
2938 34 36 85  86  116
2936 23 34 36  59  93
2936 23 34 36  63  85
2936 23 34 36  63  86
2936 23 34 59  85  90
2936 23 34 59  86  90
2936 23 34 59  90  93
2936 23 36 59  85  93
2936 23 36 59  86  93
2936 23 36 63  85  86
2936 23 59 85  86  90
2936 23 59 85  90  93
2936 23 59 86  90  93
2936 34 36 63  85  93
2936 34 36 63  86  93
2936 34 59 76  85  90
2936 34 59 76  86  90
2936 36 63 85  86  93
2936 59 76 85  86  90
2932 2  34 59  63  85
2932 2  34 59  63  86
2932 2  59 63  85  86
2928 34 36 76  85  90
2928 34 36 76  86  90
2928 36 76 85  86  90
2920 2  39 59  63  85
2912 34 36 85  90  116
2912 34 36 86  90  116
2912 36 39 85  90  93
2912 36 85 86  90  116
2872 3  34 36  85  90
2872 3  34 36  86  90
2872 3  36 85  86  90
2872 23 34 36  39  59
2872 23 34 39  59  85
2872 23 34 39  59  86
2872 23 36 39  59  85
2872 23 36 39  59  86
2872 23 39 59  85  86
2872 34 36 39  59  85
2872 34 36 39  59  86
2872 34 39 59  63  85
2872 34 39 59  63  86
2872 36 39 59  85  86
2872 36 39 59  85  93
2872 39 59 63  85  86
2864 23 34 36  59  63
2864 23 36 59  63  85
2864 23 36 59  63  86
2864 34 36 59  63  93
2864 36 59 63  86  93
2858 34 36 52  85  86
2848 1  34 85  86  110
2848 2  36 39  59  85
2848 23 34 63  85  93
2848 23 34 63  86  93
2848 23 63 85  86  93
2840 2  34 63  85  90
2840 2  34 63  86  90
2840 2  63 85  86  90
2840 34 36 39  85  93
2840 34 36 39  86  93
2840 36 39 85  86  93
2832 23 34 36  59  90
2832 23 36 59  85  90
2832 23 36 59  86  90
2832 23 36 59  90  93
2832 34 36 63  90  93
2832 34 53 85  86  110
2832 34 53 85  90  110
2832 34 53 86  90  110
2832 36 63 86  90  93
2832 53 85 86  90  110
2828 2  59 63  85  90
2824 23 34 36  39  93
2824 23 34 39  85  93
2824 23 34 39  86  93
2824 23 36 39  85  93
2824 23 36 39  86  93
2824 23 39 85  86  93
2824 34 39 59  85  93
2824 34 39 59  86  93
2824 34 39 67  85  86
2824 34 39 76  85  86
2824 39 59 85  86  93
2816 2  34 36  85  86
2816 2  34 39  59  90
2816 2  39 59  86  90
2816 2  39 63  85  90
2816 2  59 85  90  93
2800 1  34 36  85  110
2800 1  34 36  86  110
2800 1  36 85  86  110
2800 2  34 36  59  85
2800 2  34 36  59  86
2800 2  34 59  85  93
2800 2  34 59  86  93
2800 2  36 59  85  86
2800 2  39 59  85  93
2800 2  59 85  86  93
2800 36 39 59  63  85
2784 34 39 53  85  86
2784 34 39 53  85  90
2784 34 39 53  86  90
2784 39 53 85  86  90
2776 1  34 85  90  110
2776 1  34 86  90  110
2776 1  85 86  90  110
2776 23 34 59  63  93
2776 23 59 63  85  93
2776 23 59 63  86  93
2768 2  34 39  85  93
2768 2  34 39  86  93
2768 2  36 59  85  90
2768 2  39 85  86  93
2768 34 39 63  85  90
2768 34 39 63  86  90
2768 36 39 59  85  90
2768 36 39 59  90  93
2768 39 59 85  90  93
2768 39 63 85  86  90
2752 2  23 34  59  85
2752 2  23 34  59  86
2752 2  23 34  85  86
2752 2  23 59  85  86
2752 2  34 67  85  86
2752 2  36 59  63  85
2752 2  36 59  85  93
2744 23 34 36  63  93
2744 23 34 63  85  90
2744 23 34 63  86  90
2744 23 34 63  90  93
2744 23 36 63  85  93
2744 23 36 63  86  93
2744 23 63 85  86  90
2744 23 63 85  90  93
2744 23 63 86  90  93
2736 34 36 53  59  85
2736 34 36 53  59  86
2736 34 36 53  59  90
2736 34 36 53  63  85
2736 34 36 53  63  86
2736 34 36 53  63  90
2736 34 36 53  85  110
2736 34 36 53  86  110
2736 34 36 53  90  110
2736 36 53 59  85  86
2736 36 53 59  85  90
2736 36 53 59  86  90
2736 36 53 63  85  86
2736 36 53 63  85  90
2736 36 53 63  86  90
2736 36 53 85  86  110
2736 36 53 85  90  110
2736 36 53 86  90  110
2728 1  34 36  90  110
2728 1  36 85  90  110
2728 1  36 86  90  110
2728 2  34 39  59  63
2728 2  39 59  63  86
2728 2  59 63  85  93
2728 28 34 59  85  86
2728 28 34 85  86  90
2720 2  36 59  90  93
2720 2  36 85  90  93
2720 23 34 36  39  90
2720 23 34 39  85  90
2720 23 34 39  86  90
2720 23 34 39  90  93
2720 23 36 39  85  90
2720 23 36 39  86  90
2720 23 36 39  90  93
2720 23 39 85  86  90
2720 23 39 85  90  93
2720 23 39 86  90  93
2720 34 36 39  90  93
2720 34 39 85  90  93
2720 34 39 86  90  93
2720 34 63 67  85  90
2720 34 63 67  86  90
2720 36 39 86  90  93
2720 39 85 86  90  93
2720 63 67 85  86  90
2704 2  34 76  85  86
2696 34 63 76  85  90
2696 34 63 76  86  90
2696 39 59 63  85  90
2696 63 76 85  86  90
2688 2  28 34  85  90
2688 2  28 34  86  90
2688 2  28 39  85  90
2688 2  28 85  86  90
2680 23 34 36  39  63
2680 23 34 39  59  93
2680 23 34 39  63  85
2680 23 34 39  63  86
2680 23 36 39  59  93
2680 23 36 39  63  85
2680 23 36 39  63  86
2680 23 39 59  85  93
2680 23 39 59  86  93
2680 23 39 63  85  86
2680 28 34 63  85  86
2680 34 36 39  59  93
2680 34 36 39  63  85
2680 34 36 39  63  86
2680 34 52 85  86  90
2680 36 39 59  86  93
2680 36 39 63  85  86
2680 36 39 63  85  93
2680 39 59 63  85  93
2672 2  28 39  59  85
2672 2  28 39  63  85
2672 2  34 36  39  85
2672 2  34 36  39  86
2672 2  36 39  85  86
2672 2  36 39  85  93
2672 23 34 59  63  90
2672 23 36 59  63  93
2672 23 59 63  85  90
2672 23 59 63  86  90
2672 23 59 63  90  93
2656 2  23 34  36  39
2656 2  23 34  36  59
2656 2  23 34  36  85
2656 2  23 34  36  86
2656 2  23 34  39  59
2656 2  23 34  39  85
2656 2  23 34  39  86
2656 2  23 36  39  59
2656 2  23 36  39  85
2656 2  23 36  39  86
2656 2  23 36  59  85
2656 2  23 36  59  86
2656 2  23 36  85  86
2656 2  23 39  59  85
2656 2  23 39  59  86
2656 2  23 39  85  86
2656 2  34 36  39  59
2656 2  36 39  59  63
2656 2  36 39  59  86
2656 2  36 39  59  93
2656 2  36 39  63  85
2648 2  28 34  59  85
2648 2  28 34  59  86
2648 2  28 59  85  86
2646 6  34 36  85  86
2640 23 34 36  63  90
2640 23 36 63  85  90
2640 23 36 63  86  90
2640 23 36 63  90  93
2636 2  34 59  63  90
2636 2  59 63  86  90
2632 34 39 63  85  93
2632 34 39 63  86  93
2632 34 59 67  76  85
2632 34 59 67  76  86
2632 39 63 85  86  93
2632 59 67 76  85  86
2624 2  34 39  63  90
2624 2  34 59  90  93
2624 2  34 85  90  93
2624 2  34 86  90  93
2624 2  36 39  59  90
2624 2  36 39  85  90
2624 2  36 39  90  93
2624 2  39 59  63  90
2624 2  39 59  90  93
2624 2  39 63  86  90
2624 2  39 85  90  93
2624 2  59 63  90  93
2624 2  59 86  90  93
2624 2  63 85  90  93
2624 2  85 86  90  93
2624 24 34 85  86  110
2624 24 34 85  90  110
2624 24 34 86  90  110
2624 24 36 85  90  110
2624 24 85 86  90  110
2618 34 39 52  85  86
2608 2  34 39  59  93
2608 2  34 63  85  93
2608 2  34 63  86  93
2608 2  39 59  86  93
2608 2  39 63  85  93
2608 2  63 85  86  93
2608 23 34 39  59  63
2608 23 36 39  59  63
2608 23 39 59  63  85
2608 23 39 59  63  86
2608 34 36 39  59  63
2608 34 67 85  86  93
2608 34 76 85  86  93
2608 36 39 59  63  86
2608 36 39 59  63  93
2600 2  28 34  63  85
2600 2  28 34  63  86
2600 2  28 63  85  86
2592 2  34 53  85  86
2592 2  34 53  85  90
2592 2  34 53  86  90
2592 2  53 85  86  90
2592 34 53 67  85  86
2592 34 53 67  85  90
2592 34 53 67  86  90
2592 34 53 76  85  86
2592 34 53 76  85  90
2592 34 53 76  86  90
2592 53 67 85  86  90
2592 53 76 85  86  90
2584 24 34 85  90  94
2578 3  34 39  85  86
2576 2  34 36  59  90
2576 2  34 36  85  90
2576 2  34 36  85  93
2576 2  34 36  86  90
2576 2  34 36  86  93
2576 2  36 59  86  90
2576 2  36 85  86  90
2576 2  36 85  86  93
2576 23 34 39  59  90
2576 23 36 39  59  90
2576 23 39 59  85  90
2576 23 39 59  86  90
2576 23 39 59  90  93
2576 24 34 85  86  94
2576 24 34 86  90  94
2576 24 85 86  90  94
2576 34 36 39  59  90
2576 34 39 59  90  93
2576 34 85 86  90  94
2576 36 39 59  86  90
2576 36 39 63  85  90
2576 36 39 63  90  93
2576 39 59 86  90  93
2576 39 63 85  90  93
2568 23 36 59  63  90
2560 2  23 34  59  63
2560 2  23 34  59  93
2560 2  23 34  63  85
2560 2  23 34  63  86
2560 2  23 34  85  93
2560 2  23 34  86  93
2560 2  23 59  63  85
2560 2  23 59  63  86
2560 2  23 59  85  93
2560 2  23 59  86  93
2560 2  23 63  85  86
2560 2  23 85  86  93
2560 2  34 36  59  63
2560 2  34 36  59  93
2560 2  34 36  63  85
2560 2  34 36  63  86
2560 2  36 59  63  86
2560 2  36 59  63  93
2560 2  36 59  86  93
2560 2  36 63  85  86
2560 2  36 63  85  93
2552 28 34 39  59  85
2552 28 34 39  59  86
2552 28 34 39  63  85
2552 28 34 39  63  86
2552 28 39 59  85  86
2552 28 39 63  85  86
2552 34 36 59  67  85
2552 34 36 59  67  86
2552 34 36 59  76  85
2552 34 36 59  76  86
2552 36 59 67  85  86
2552 36 59 76  85  86
2536 2  34 59  63  93
2536 2  39 59  63  93
2536 2  59 63  86  93
2528 2  23 34  59  90
2528 2  23 34  85  90
2528 2  23 34  86  90
2528 2  23 34  90  93
2528 2  23 59  85  90
2528 2  23 59  86  90
2528 2  23 59  90  93
2528 2  23 85  86  90
2528 2  23 85  90  93
2528 2  23 86  90  93
2528 2  34 36  90  93
2528 2  36 59  63  90
2528 2  36 63  85  90
2528 2  36 63  90  93
2528 2  36 86  90  93
2528 24 34 36  85  110
2528 24 34 36  86  110
2528 24 34 36  90  110
2528 24 36 85  86  110
2528 24 36 86  90  110
2528 34 36 52  85  90
2528 34 36 52  86  90
2528 36 52 85  86  90
2520 6  34 36  85  90
2520 6  34 36  86  90
2520 6  36 85  86  90
2520 34 53 59  63  85
2520 34 53 59  63  86
2520 34 53 59  63  90
2520 53 59 63  85  86
2520 53 59 63  85  90
2520 53 59 63  86  90
2516 2  28 59  63  85
2504 1  24 34  85  110
2504 1  24 34  86  110
2504 1  24 34  90  110
2504 1  24 85  86  110
2504 1  24 85  90  110
2504 1  24 86  90  110
2504 34 38 85  86  90
2504 34 39 59  63  90
2504 36 39 59  63  90
2504 39 59 63  86  90
2504 39 59 63  90  93
2500 34 59 63  67  85
2500 34 59 63  67  86
2500 59 63 67  85  86
2496 2  28 34  39  53
2496 2  28 34  39  90
2496 2  28 34  53  85
2496 2  28 34  53  86
2496 2  28 34  53  90
2496 2  28 39  53  85
2496 2  28 39  53  86
2496 2  28 39  53  90
2496 2  28 39  86  90
2496 2  28 53  85  86
2496 2  28 53  85  90
2496 2  28 53  86  90
2496 2  34 39  53  85
2496 2  34 39  53  86
2496 2  34 39  53  90
2496 2  39 53  85  86
2496 2  39 53  85  90
2496 2  39 53  86  90
2496 24 34 53  85  86
2496 24 34 53  85  90
2496 24 34 53  85  94
2496 24 34 53  86  90
2496 24 34 53  86  94
2496 24 34 53  90  94
2496 24 53 85  86  90
2496 24 53 85  86  94
2496 24 53 85  90  94
2496 24 53 86  90  94
2496 28 34 39  53  85
2496 28 34 39  53  86
2496 28 34 39  53  90
2496 28 34 39  85  90
2496 28 34 39  86  90
2496 28 34 53  85  86
2496 28 34 53  85  90
2496 28 34 53  86  90
2496 28 39 53  85  86
2496 28 39 53  85  90
2496 28 39 53  86  90
2496 28 39 85  86  90
2496 28 53 85  86  90
2496 34 53 85  86  94
2496 34 53 85  90  94
2496 34 53 86  90  94
2496 53 85 86  90  94
2488 23 34 39  63  93
2488 23 36 39  63  93
2488 23 39 63  85  93
2488 23 39 63  86  93
2488 34 36 39  63  93
2488 34 39 59  63  93
2488 34 59 63  76  85
2488 34 59 63  76  86
2488 36 39 63  86  93
2488 39 59 63  86  93
2488 59 63 76  85  86
2480 2  28 34  39  59
2480 2  28 34  39  63
2480 2  28 39  59  86
2480 2  28 39  63  86
2480 2  34 36  39  93
2480 2  36 39  86  93
2480 28 39 59  63  85
2472 2  28 59  85  90
2464 2  23 34  36  63
2464 2  23 34  36  93
2464 2  23 34  39  63
2464 2  23 34  39  93
2464 2  23 36  39  63
2464 2  23 36  39  93
2464 2  23 36  59  63
2464 2  23 36  59  93
2464 2  23 36  63  85
2464 2  23 36  63  86
2464 2  23 36  85  93
2464 2  23 36  86  93
2464 2  23 39  59  63
2464 2  23 39  59  93
2464 2  23 39  63  85
2464 2  23 39  63  86
2464 2  23 39  85  93
2464 2  23 39  86  93
2464 2  34 36  39  63
2464 2  34 39  67  85
2464 2  34 39  67  86
2464 2  34 39  76  85
2464 2  34 39  76  86
2464 2  36 39  63  86
2464 2  36 39  63  93
2464 2  39 67  85  86
2464 2  39 76  85  86
2456 1  24 34  36  110
2456 1  24 36  85  110
2456 1  24 36  86  110
2456 1  24 36  90  110
2456 34 56 85  86  116
2448 34 56 85  90  116
2448 34 56 86  90  116
2448 56 85 86  90  116
2432 2  23 34  36  90
2432 2  23 34  39  90
2432 2  23 36  39  90
2432 2  23 36  59  90
2432 2  23 36  85  90
2432 2  23 36  86  90
2432 2  23 36  90  93
2432 2  23 39  59  90
2432 2  23 39  85  90
2432 2  23 39  86  90
2432 2  23 39  90  93
2432 2  34 36  39  90
2432 2  34 39  90  93
2432 2  34 63  90  93
2432 2  36 39  63  90
2432 2  36 39  86  90
2432 2  39 63  90  93
2432 2  39 86  90  93
2432 2  63 86  90  93
2432 34 56 85  86  93
2424 2  28 63  85  90
2416 2  34 39  63  93
2416 2  39 63  86  93
2416 23 39 59  63  93
2408 2  28 39  59  63
2404 28 34 59  63  85
2404 28 34 59  63  86
2404 28 59 63  85  86
2400 34 53 85  86  116
2400 34 53 85  90  116
2400 34 53 86  90  116
2400 53 85 86  90  116
2392 3  34 39  85  90
2392 3  34 39  86  90
2392 3  39 85  86  90
2392 34 39 67  76  85
2392 34 39 67  76  86
2392 34 63 67  76  85
2392 34 63 67  76  86
2392 39 67 76  85  86
2392 63 67 76  85  86
2386 24 34 39  85  86
2384 23 34 39  63  90
2384 23 36 39  63  90
2384 23 39 63  85  90
2384 23 39 63  86  90
2384 23 39 63  90  93
2384 34 36 39  63  90
2384 34 39 63  90  93
2384 36 39 63  86  90
2384 39 63 86  90  93
2368 2  23 34  63  93
2368 2  23 59  63  93
2368 2  23 63  85  93
2368 2  23 63  86  93
2368 2  34 36  63  93
2368 2  36 63  86  93
2354 24 34 61  85  86
2352 34 36 59  67  90
2352 34 36 59  76  90
2352 34 59 85  86  116
2352 34 59 85  90  116
2352 34 59 86  90  116
2352 36 59 67  85  90
2352 36 59 67  86  90
2352 36 59 76  85  90
2352 36 59 76  86  90
2352 59 85 86  90  116
2348 36 39 52  85  86
2336 2  23 34  63  90
2336 2  23 59  63  90
2336 2  23 63  85  90
2336 2  23 63  86  90
2336 2  23 63  90  93
2336 2  34 36  63  90
2336 2  34 67  85  90
2336 2  34 67  86  90
2336 2  36 63  86  90
2336 2  67 85  86  90
2336 24 34 67  85  86
2336 34 39 67  85  90
2336 34 39 67  86  90
2336 34 39 76  85  90
2336 34 39 76  86  90
2336 34 59 67  76  90
2336 39 67 85  86  90
2336 39 76 85  86  90
2336 59 67 76  85  90
2336 59 67 76  86  90
2330 34 36 39  52  85
2330 34 36 39  52  86
2328 3  34 59  85  86
2324 2  28 34  59  63
2324 2  28 59  63  86
2320 34 59 67  85  93
2320 34 59 67  86  93
2320 34 59 76  85  93
2320 34 59 76  86  93
2320 59 67 85  86  93
2320 59 76 85  86  93
2312 23 39 59  63  90
2312 28 36 59  63  85
2312 34 36 63  67  85
2312 34 36 63  67  86
2312 34 36 63  76  85
2312 34 36 63  76  86
2312 34 56 85  90  93
2312 34 56 86  90  93
2312 36 63 67  85  86
2312 36 63 76  85  86
2312 56 85 86  90  93
2304 2  28 39  59  90
2304 2  28 39  63  90
2304 24 34 66  85  86
2304 28 39 59  85  90
2304 28 39 63  85  90
2304 34 36 53  85  116
2304 34 36 53  86  116
2304 34 36 53  90  116
2304 34 59 85  86  110
2304 34 63 85  86  116
2304 34 63 85  90  116
2304 34 63 86  90  116
2304 36 53 85  86  116
2304 36 53 85  90  116
2304 36 53 86  90  116
2304 63 85 86  90  116
2296 34 56 59  85  86
2296 34 56 63  85  86
2288 2  28 36  59  85
2288 2  34 76  85  90
2288 2  34 76  86  90
2288 2  76 85  86  90
2288 28 34 39  59  63
2288 28 34 59  85  90
2288 28 34 59  86  90
2288 28 39 59  63  86
2288 28 59 85  86  90
2280 2  28 34  59  90
2280 2  28 59  86  90
2280 34 63 85  86  110
2272 2  23 36  63  93
2272 2  23 39  63  93
2272 2  34 67  76  85
2272 2  34 67  76  86
2272 2  67 76  85  86
2272 34 56 59  85  93
2272 34 56 59  86  93
2272 34 56 63  85  93
2272 34 56 63  86  93
2272 56 59 85  86  93
2272 56 63 85  86  93
2264 34 36 56  85  116
2264 34 36 56  86  116
2264 34 36 67  76  85
2264 34 36 67  76  86
2264 36 56 85  86  116
2264 36 67 76  85  86
2262 6  34 39  85  86
2256 2  28 39  85  93
2256 24 34 76  85  86
2256 34 36 38  85  86
2256 34 36 38  85  90
2256 34 36 38  86  90
2256 34 36 56  90  116
2256 34 39 53  59  85
2256 34 39 53  59  86
2256 34 39 53  59  90
2256 34 39 53  63  85
2256 34 39 53  63  86
2256 34 39 53  63  90
2256 36 38 85  86  90
2256 36 56 85  90  116
2256 36 56 86  90  116
2256 39 53 59  85  86
2256 39 53 59  85  90
2256 39 53 59  86  90
2256 39 53 63  85  86
2256 39 53 63  85  90
2256 39 53 63  86  90
2240 2  23 36  63  90
2240 2  23 39  63  90
2240 2  28 36  59  63
2240 2  28 36  63  85
2240 28 34 63  85  90
2240 28 34 63  86  90
2240 28 34 85  86  93
2240 28 63 85  86  90
2240 34 58 85  86  102
2232 2  28 34  63  90
2232 2  28 63  86  90
2232 34 36 53  59  63
2232 34 36 56  85  93
2232 34 36 56  86  93
2232 36 53 59  63  85
2232 36 53 59  63  86
2232 36 53 59  63  90
2232 36 56 85  86  93
2228 1  24 36  61  85
2228 1  24 36  61  86
2228 1  24 61  85  86
2228 1  36 61  85  86
2228 24 36 61  85  86
2228 28 59 63  85  90
2228 34 59 63  67  90
2228 59 63 67  85  90
2228 59 63 67  86  90
2224 1  34 38  85  90
2224 23 34 56  85  86
2224 23 34 56  85  93
2224 23 34 56  86  93
2224 23 56 85  86  93
2224 34 67 76  85  93
2224 34 67 76  86  93
2224 67 76 85  86  93
2220 2  28 59  63  90
2216 1  34 38  85  86
2216 1  34 38  86  90
2216 1  38 85  86  90
2216 28 34 36  85  86
2216 28 36 39  59  63
2216 28 36 39  59  85
2216 28 36 39  63  85
2216 34 59 63  76  90
2216 34 59 85  90  110
2216 34 59 86  90  110
2216 34 67 85  90  93
2216 34 67 86  90  93
2216 34 76 85  90  93
2216 34 76 86  90  93
2216 59 63 76  85  90
2216 59 63 76  86  90
2216 59 85 86  90  110
2216 67 85 86  90  93
2216 76 85 86  90  93
2212 34 56 59  63  85
2212 34 56 59  63  86
2212 56 59 63  85  86
2210 1  24 34  36  61
2210 1  24 34  61  85
2210 1  24 34  61  86
2210 1  34 36  61  85
2210 1  34 36  61  86
2210 1  34 61  85  86
2210 24 34 36  61  85
2210 24 34 36  61  86
2210 34 36 61  85  86
2208 2  34 53  59  85
2208 2  34 53  59  86
2208 2  34 53  59  90
2208 2  34 53  63  85
2208 2  34 53  63  86
2208 2  34 53  63  90
2208 2  53 59  85  86
2208 2  53 59  85  90
2208 2  53 59  86  90
2208 2  53 63  85  86
2208 2  53 63  85  90
2208 2  53 63  86  90
2208 3  34 63  85  86
2204 36 39 85  86  116
2200 2  34 59  67  85
2200 2  34 59  67  86
2200 2  59 67  85  86
2200 3  34 59  85  90
2200 3  34 59  86  90
2200 3  59 85  86  90
2200 28 59 63  85  93
2200 34 38 85  86  110
2200 34 38 85  90  110
2200 34 38 86  90  110
2200 34 56 59  63  93
2200 38 85 86  90  110
2200 56 59 63  85  93
2200 56 59 63  86  93
2192 1  24 34  61  90
2192 1  24 36  61  90
2192 1  24 61  85  90
2192 1  24 61  86  90
2192 1  34 36  61  90
2192 1  34 61  85  90
2192 1  34 61  86  90
2192 1  36 61  85  90
2192 1  36 61  86  90
2192 1  61 85  86  90
2192 2  28 59  85  93
2192 2  28 63  85  93
2192 24 34 36  61  90
2192 24 34 61  85  90
2192 24 34 61  86  90
2192 24 36 61  85  90
2192 24 36 61  86  90
2192 24 61 85  86  90
2192 34 36 61  85  90
2192 34 36 61  86  90
2192 34 56 59  85  90
2192 34 56 59  86  90
2192 34 56 63  85  90
2192 34 56 63  86  90
2192 34 61 85  86  90
2192 34 63 85  90  110
2192 34 63 86  90  110
2192 36 39 52  85  90
2192 36 61 85  86  90
2192 56 59 85  86  90
2192 56 63 85  86  90
2192 63 85 86  90  110
2186 34 36 39  85  116
2186 34 36 39  86  116
2186 34 39 85  86  116
2176 2  34 59  76  85
2176 2  34 59  76  86
2176 2  59 76  85  86
2176 11 34 85  86  90
2168 28 34 36  59  85
2168 28 34 36  59  86
2168 28 36 59  85  86
2168 28 39 59  85  93
2168 28 39 63  85  93
2168 34 36 39  56  116
2168 34 39 56  85  116
2168 34 39 56  86  116
2168 34 56 59  90  93
2168 34 56 63  90  93
2168 36 39 56  85  116
2168 36 39 56  86  116
2168 39 56 85  86  116
2168 56 59 85  90  93
2168 56 59 86  90  93
2168 56 63 85  90  93
2168 56 63 86  90  93
2160 1  24 34  36  66
2160 1  24 34  66  85
2160 1  24 34  66  86
2160 1  24 34  66  90
2160 1  24 36  66  85
2160 1  24 36  66  86
2160 1  24 36  66  90
2160 1  24 66  85  86
2160 1  24 66  85  90
2160 1  24 66  86  90
2160 1  29 34  36  85
2160 1  29 34  36  86
2160 1  29 34  36  90
2160 1  29 34  85  86
2160 1  29 34  85  90
2160 1  29 34  86  90
2160 1  29 36  85  86
2160 1  29 36  85  90
2160 1  29 36  86  90
2160 1  29 85  86  90
2160 1  34 36  66  85
2160 1  34 36  66  86
2160 1  34 36  66  90
2160 1  34 66  85  86
2160 1  34 66  85  90
2160 1  34 66  86  90
2160 1  36 66  85  86
2160 1  36 66  85  90
2160 1  36 66  86  90
2160 1  66 85  86  90
2160 2  28 34  85  93
2160 2  28 34  86  93
2160 2  28 36  39  85
